CustomerID,Year,Quarter,QuarterAmount,QuarterFrequency,QuarterAvgValue,PurchaseTrend3Q,Recency,Frequency,Monetary,CustomerLifeSpan,TotalQuarters,AvgOrderValue,MonetaryPerQuarter,label
13454,2010,1,219.86999999999998,1,219.86999999999998,0.0,636,1,219.86999999999998,0,1,219.86999999999998,219.86999999999998,0
13455,2009,4,431.65,2,215.825,0.0,19,6,2905.93,706,5,484.32166666666666,581.1859999999999,0
13455,2010,2,483.1500000000001,1,483.1500000000001,1.0,19,6,2905.93,706,5,484.32166666666666,581.1859999999999,1
13455,2010,3,239.85000000000002,1,239.85000000000002,-1.0,19,6,2905.93,706,5,484.32166666666666,581.1859999999999,1
13455,2010,4,1385.8799999999994,1,1385.8799999999994,1.0,19,6,2905.93,706,5,484.32166666666666,581.1859999999999,0
13455,2011,4,365.40000000000003,1,365.40000000000003,-1.0,19,6,2905.93,706,5,484.32166666666666,581.1859999999999,0
13456,2011,2,425.05999999999995,2,212.52999999999997,0.0,12,6,1766.7200000000003,190,3,294.4533333333334,588.9066666666668,1
13456,2011,3,430.00000000000006,1,430.00000000000006,1.0,12,6,1766.7200000000003,190,3,294.4533333333334,588.9066666666668,1
13456,2011,4,911.6600000000002,3,303.8866666666667,1.0,12,6,1766.7200000000003,190,3,294.4533333333334,588.9066666666668,0
13457,2009,4,112.5,1,112.5,0.0,683,2,148.22,49,2,74.11,74.11,1
13457,2010,1,35.72,1,35.72,-1.0,683,2,148.22,49,2,74.11,74.11,0
13458,2010,4,3498.5600000000004,3,1166.1866666666667,0.0,2,16,11959.269999999999,381,5,747.4543749999999,2391.854,1
13458,2011,1,2984.960000000001,3,994.986666666667,-1.0,2,16,11959.269999999999,381,5,747.4543749999999,2391.854,1
13458,2011,2,2390.04,4,597.51,-1.0,2,16,11959.269999999999,381,5,747.4543749999999,2391.854,1
13458,2011,3,1117.56,2,558.78,-1.0,2,16,11959.269999999999,381,5,747.4543749999999,2391.854,1
13458,2011,4,1968.15,4,492.0375,1.0,2,16,11959.269999999999,381,5,747.4543749999999,2391.854,0
13459,2010,1,1160.4099999999999,2,580.2049999999999,0.0,619,2,1160.4099999999996,58,1,580.2049999999998,1160.4099999999996,0
13460,2011,4,183.44,2,91.72,0.0,24,2,183.44,20,1,91.72,183.44,0
13461,2010,2,336.6,1,336.6,0.0,33,6,4160.0,559,6,693.3333333333334,693.3333333333334,1
13461,2010,3,1930.8000000000002,1,1930.8000000000002,1.0,33,6,4160.0,559,6,693.3333333333334,693.3333333333334,1
13461,2010,4,447.6,1,447.6,-1.0,33,6,4160.0,559,6,693.3333333333334,693.3333333333334,0
13461,2011,2,576.4000000000001,1,576.4000000000001,1.0,33,6,4160.0,559,6,693.3333333333334,693.3333333333334,1
13461,2011,3,307.8,1,307.8,-1.0,33,6,4160.0,559,6,693.3333333333334,693.3333333333334,1
13461,2011,4,560.8,1,560.8,1.0,33,6,4160.0,559,6,693.3333333333334,693.3333333333334,0
13462,2009,4,171.82000000000002,1,171.82000000000002,0.0,247,5,1153.8500000000001,473,4,230.77000000000004,288.46250000000003,1
13462,2010,1,354.64,2,177.32,1.0,247,5,1153.8500000000001,473,4,230.77000000000004,288.46250000000003,0
13462,2010,4,475.89000000000004,1,475.89000000000004,1.0,247,5,1153.8500000000001,473,4,230.77000000000004,288.46250000000003,0
13462,2011,2,151.5,1,151.5,-1.0,247,5,1153.8500000000001,473,4,230.77000000000004,288.46250000000003,0
13464,2010,1,299.34000000000003,1,299.34000000000003,0.0,53,6,3097.640000000001,560,4,516.2733333333334,774.4100000000002,0
13464,2010,3,414.81999999999994,2,207.40999999999997,1.0,53,6,3097.640000000001,560,4,516.2733333333334,774.4100000000002,1
13464,2010,4,1708.8000000000002,2,854.4000000000001,1.0,53,6,3097.640000000001,560,4,516.2733333333334,774.4100000000002,0
13464,2011,4,674.6800000000002,1,674.6800000000002,-1.0,53,6,3097.640000000001,560,4,516.2733333333334,774.4100000000002,0
13465,2010,2,611.4999999999999,1,611.4999999999999,0.0,441,2,931.1199999999999,140,2,465.55999999999995,465.55999999999995,1
13465,2010,3,319.61999999999995,1,319.61999999999995,-1.0,441,2,931.1199999999999,140,2,465.55999999999995,465.55999999999995,0
13466,2010,1,262.31,1,262.31,0.0,179,5,1013.3500000000001,444,4,202.67000000000002,253.33750000000003,0
13466,2010,3,266.43999999999994,2,133.21999999999997,1.0,179,5,1013.3500000000001,444,4,202.67000000000002,253.33750000000003,1
13466,2010,4,176.70000000000002,1,176.70000000000002,-1.0,179,5,1013.3500000000001,444,4,202.67000000000002,253.33750000000003,0
13466,2011,2,307.90000000000003,1,307.90000000000003,1.0,179,5,1013.3500000000001,444,4,202.67000000000002,253.33750000000003,0
13467,2011,4,1083.7099999999998,2,541.8549999999999,0.0,5,2,1083.7099999999998,26,1,541.8549999999999,1083.7099999999998,0
13468,2009,4,903.1500000000001,3,301.05,0.0,2,71,13265.969999999998,729,9,186.8446478873239,1473.9966666666664,1
13468,2010,1,1685.11,8,210.63875,1.0,2,71,13265.969999999998,729,9,186.8446478873239,1473.9966666666664,1
13468,2010,2,1131.43,6,188.5716666666667,-1.0,2,71,13265.969999999998,729,9,186.8446478873239,1473.9966666666664,1
13468,2010,3,1900.23,10,190.023,1.0,2,71,13265.969999999998,729,9,186.8446478873239,1473.9966666666664,1
13468,2010,4,2976.62,12,248.05166666666665,1.0,2,71,13265.969999999998,729,9,186.8446478873239,1473.9966666666664,1
13468,2011,1,1389.1200000000001,10,138.912,-1.0,2,71,13265.969999999998,729,9,186.8446478873239,1473.9966666666664,1
13468,2011,2,1393.72,8,174.215,1.0,2,71,13265.969999999998,729,9,186.8446478873239,1473.9966666666664,1
13468,2011,3,1161.3,8,145.1625,-1.0,2,71,13265.969999999998,729,9,186.8446478873239,1473.9966666666664,1
13468,2011,4,725.29,6,120.88166666666666,-1.0,2,71,13265.969999999998,729,9,186.8446478873239,1473.9966666666664,0
13469,2010,1,82.4,1,82.4,0.0,648,1,82.4,0,1,82.4,82.4,0
13470,2011,3,165.0,2,82.5,0.0,94,2,165.0,16,1,82.5,165.0,0
13471,2011,4,2439.34,3,813.1133333333333,0.0,0,3,2439.34,42,1,813.1133333333333,2439.34,0
13472,2010,2,262.18,1,262.18,0.0,458,2,592.24,92,2,296.12,296.12,1
13472,2010,3,330.06,1,330.06,1.0,458,2,592.24,92,2,296.12,296.12,0
13473,2009,4,388.74,1,388.74,0.0,55,8,2657.76,664,5,332.22,531.552,1
13473,2010,1,1083.7000000000003,2,541.8500000000001,1.0,55,8,2657.76,664,5,332.22,531.552,1
13473,2010,2,762.6800000000002,3,254.22666666666672,-1.0,55,8,2657.76,664,5,332.22,531.552,0
13473,2011,1,241.26000000000002,1,241.26000000000002,-1.0,55,8,2657.76,664,5,332.22,531.552,0
13473,2011,4,181.38,1,181.38,-1.0,55,8,2657.76,664,5,332.22,531.552,0
13474,2010,3,434.20000000000005,2,217.10000000000002,0.0,231,3,663.79,259,2,221.26333333333332,331.895,0
13474,2011,2,229.58999999999997,1,229.58999999999997,-1.0,231,3,663.79,259,2,221.26333333333332,331.895,0
13475,2011,1,906.52,2,453.26,0.0,186,4,1431.7799999999997,107,2,357.94499999999994,715.8899999999999,1
13475,2011,2,525.2599999999999,2,262.62999999999994,-1.0,186,4,1431.7799999999997,107,2,357.94499999999994,715.8899999999999,0
13476,2010,1,240.8,1,240.8,0.0,173,5,2061.47,466,5,412.294,412.294,0
13476,2010,3,303.59999999999997,1,303.59999999999997,1.0,173,5,2061.47,466,5,412.294,412.294,1
13476,2010,4,278.6,1,278.6,-1.0,173,5,2061.47,466,5,412.294,412.294,1
13476,2011,1,727.5999999999999,1,727.5999999999999,1.0,173,5,2061.47,466,5,412.294,412.294,1
13476,2011,2,510.87000000000006,1,510.87000000000006,-1.0,173,5,2061.47,466,5,412.294,412.294,0
13477,2010,1,422.70000000000005,1,422.70000000000005,0.0,32,11,2834.17,646,7,257.6518181818182,404.88142857142856,1
13477,2010,2,566.98,2,283.49,1.0,32,11,2834.17,646,7,257.6518181818182,404.88142857142856,1
13477,2010,3,389.9099999999999,2,194.95499999999996,-1.0,32,11,2834.17,646,7,257.6518181818182,404.88142857142856,0
13477,2011,1,185.4,1,185.4,-1.0,32,11,2834.17,646,7,257.6518181818182,404.88142857142856,1
13477,2011,2,580.39,2,290.195,1.0,32,11,2834.17,646,7,257.6518181818182,404.88142857142856,1
13477,2011,3,133.76,1,133.76,-1.0,32,11,2834.17,646,7,257.6518181818182,404.88142857142856,1
13477,2011,4,555.0300000000001,2,277.51500000000004,1.0,32,11,2834.17,646,7,257.6518181818182,404.88142857142856,0
13478,2010,1,1650.5100000000007,3,550.1700000000002,0.0,464,5,2215.7800000000007,208,3,443.1560000000001,738.5933333333336,1
13478,2010,2,183.5,1,183.5,-1.0,464,5,2215.7800000000007,208,3,443.1560000000001,738.5933333333336,1
13478,2010,3,381.77000000000004,1,381.77000000000004,1.0,464,5,2215.7800000000007,208,3,443.1560000000001,738.5933333333336,0
13479,2010,3,550.42,2,275.21,0.0,195,4,851.3699999999999,277,2,212.84249999999997,425.68499999999995,0
13479,2011,2,300.95000000000005,2,150.47500000000002,-1.0,195,4,851.3699999999999,277,2,212.84249999999997,425.68499999999995,0
13480,2010,1,493.94,1,493.94,0.0,411,2,627.8199999999999,263,2,313.90999999999997,313.90999999999997,0
13480,2010,4,133.88,1,133.88,-1.0,411,2,627.8199999999999,263,2,313.90999999999997,313.90999999999997,0
13481,2009,4,311.20000000000005,1,311.20000000000005,0.0,40,11,3830.84,690,9,348.2581818181818,425.6488888888889,1
13481,2010,1,427.98,1,427.98,1.0,40,11,3830.84,690,9,348.2581818181818,425.6488888888889,1
13481,2010,2,416.8600000000001,1,416.8600000000001,-1.0,40,11,3830.84,690,9,348.2581818181818,425.6488888888889,1
13481,2010,3,419.29,2,209.645,1.0,40,11,3830.84,690,9,348.2581818181818,425.6488888888889,1
13481,2010,4,450.95,1,450.95,1.0,40,11,3830.84,690,9,348.2581818181818,425.6488888888889,1
13481,2011,1,665.2799999999999,1,665.2799999999999,1.0,40,11,3830.84,690,9,348.2581818181818,425.6488888888889,1
13481,2011,2,313.71000000000004,1,313.71000000000004,-1.0,40,11,3830.84,690,9,348.2581818181818,425.6488888888889,1
13481,2011,3,382.34000000000003,2,191.17000000000002,1.0,40,11,3830.84,690,9,348.2581818181818,425.6488888888889,1
13481,2011,4,443.23000000000013,1,443.23000000000013,1.0,40,11,3830.84,690,9,348.2581818181818,425.6488888888889,0
13482,2010,1,151.45,1,151.45,0.0,227,2,336.09,395,2,168.045,168.045,0
13482,2011,2,184.64,1,184.64,1.0,227,2,336.09,395,2,168.045,168.045,0
13483,2011,4,140.34000000000003,1,140.34000000000003,0.0,60,1,140.34000000000003,0,1,140.34000000000003,140.34000000000003,0
13484,2010,1,165.78,1,165.78,0.0,236,3,790.7199999999999,398,3,263.5733333333333,263.5733333333333,0
13484,2010,4,311.14,1,311.14,1.0,236,3,790.7199999999999,398,3,263.5733333333333,263.5733333333333,0
13484,2011,2,313.79999999999995,1,313.79999999999995,1.0,236,3,790.7199999999999,398,3,263.5733333333333,263.5733333333333,0
13485,2009,4,204.70000000000002,2,102.35000000000001,0.0,228,11,3019.2200000000003,503,5,274.4745454545455,603.844,0
13485,2010,2,1104.3500000000001,2,552.1750000000001,1.0,228,11,3019.2200000000003,503,5,274.4745454545455,603.844,1
13485,2010,3,248.17999999999995,1,248.17999999999995,-1.0,228,11,3019.2200000000003,503,5,274.4745454545455,603.844,1
13485,2010,4,1007.7500000000001,5,201.55,1.0,228,11,3019.2200000000003,503,5,274.4745454545455,603.844,0
13485,2011,2,454.24,1,454.24,-1.0,228,11,3019.2200000000003,503,5,274.4745454545455,603.844,0
13486,2011,3,1122.41,3,374.1366666666667,0.0,73,3,1122.4099999999999,77,1,374.1366666666666,1122.4099999999999,0
13487,2009,4,103.95,1,103.95,0.0,52,5,846.87,677,5,169.374,169.374,0
13487,2010,3,167.52,1,167.52,1.0,52,5,846.87,677,5,169.374,169.374,1
13487,2010,4,193.15000000000003,1,193.15000000000003,1.0,52,5,846.87,677,5,169.374,169.374,0
13487,2011,2,215.64999999999998,1,215.64999999999998,1.0,52,5,846.87,677,5,169.374,169.374,0
13487,2011,4,166.6,1,166.6,-1.0,52,5,846.87,677,5,169.374,169.374,0
13488,2010,1,350.7299999999999,1,350.7299999999999,0.0,12,23,15587.879999999997,666,8,677.7339130434782,1948.4849999999997,1
13488,2010,2,2412.45,3,804.15,1.0,12,23,15587.879999999997,666,8,677.7339130434782,1948.4849999999997,1
13488,2010,3,1135.6699999999998,4,283.91749999999996,-1.0,12,23,15587.879999999997,666,8,677.7339130434782,1948.4849999999997,1
13488,2010,4,4102.64,3,1367.5466666666669,1.0,12,23,15587.879999999997,666,8,677.7339130434782,1948.4849999999997,1
13488,2011,1,2727.79,3,909.2633333333333,-1.0,12,23,15587.879999999997,666,8,677.7339130434782,1948.4849999999997,1
13488,2011,2,1420.7200000000003,2,710.3600000000001,-1.0,12,23,15587.879999999997,666,8,677.7339130434782,1948.4849999999997,1
13488,2011,3,1836.76,5,367.352,1.0,12,23,15587.879999999997,666,8,677.7339130434782,1948.4849999999997,1
13488,2011,4,1601.12,2,800.56,-1.0,12,23,15587.879999999997,666,8,677.7339130434782,1948.4849999999997,0
13489,2011,1,235.68,2,117.84,0.0,100,4,449.52000000000004,189,2,112.38000000000001,224.76000000000002,0
13489,2011,3,213.84000000000003,2,106.92000000000002,-1.0,100,4,449.52000000000004,189,2,112.38000000000001,224.76000000000002,0
13490,2010,1,154.25,1,154.25,0.0,649,1,154.25,0,1,154.25,154.25,0
13491,2009,4,801.28,3,267.0933333333333,0.0,46,27,4566.5599999999995,681,9,169.13185185185182,507.3955555555555,1
13491,2010,1,827.42,3,275.8066666666667,1.0,46,27,4566.5599999999995,681,9,169.13185185185182,507.3955555555555,1
13491,2010,2,867.4,5,173.48,1.0,46,27,4566.5599999999995,681,9,169.13185185185182,507.3955555555555,1
13491,2010,3,540.64,4,135.16,-1.0,46,27,4566.5599999999995,681,9,169.13185185185182,507.3955555555555,1
13491,2010,4,510.4,4,127.6,-1.0,46,27,4566.5599999999995,681,9,169.13185185185182,507.3955555555555,1
13491,2011,1,698.31,5,139.66199999999998,1.0,46,27,4566.5599999999995,681,9,169.13185185185182,507.3955555555555,1
13491,2011,2,136.92,1,136.92,-1.0,46,27,4566.5599999999995,681,9,169.13185185185182,507.3955555555555,1
13491,2011,3,56.82000000000001,1,56.82000000000001,-1.0,46,27,4566.5599999999995,681,9,169.13185185185182,507.3955555555555,1
13491,2011,4,127.37,1,127.37,1.0,46,27,4566.5599999999995,681,9,169.13185185185182,507.3955555555555,0
13492,2011,2,315.3,1,315.3,0.0,131,3,1269.84,78,2,423.28,634.92,1
13492,2011,3,954.5399999999997,2,477.26999999999987,1.0,131,3,1269.84,78,2,423.28,634.92,0
13493,2011,1,618.63,2,309.315,0.0,270,2,618.63,12,1,309.315,618.63,0
13494,2011,1,316.26,1,316.26,0.0,306,1,316.26,0,1,316.26,316.26,0
13495,2009,4,819.91,2,409.955,0.0,2,10,5374.26,725,5,537.426,1074.852,1
13495,2010,1,390.6,1,390.6,-1.0,2,10,5374.26,725,5,537.426,1074.852,0
13495,2010,4,2984.3100000000004,4,746.0775000000001,1.0,2,10,5374.26,725,5,537.426,1074.852,0
13495,2011,2,207.0,1,207.0,-1.0,2,10,5374.26,725,5,537.426,1074.852,0
13495,2011,4,972.44,2,486.22,1.0,2,10,5374.26,725,5,537.426,1074.852,0
13496,2010,4,501.01000000000005,1,501.01000000000005,0.0,5,2,653.33,349,2,326.665,326.665,0
13496,2011,4,152.32,1,152.32,-1.0,5,2,653.33,349,2,326.665,326.665,0
13497,2010,1,582.23,3,194.07666666666668,0.0,277,6,1320.3300000000002,387,4,220.05500000000004,330.08250000000004,0
13497,2010,3,236.55000000000007,1,236.55000000000007,-1.0,277,6,1320.3300000000002,387,4,220.05500000000004,330.08250000000004,1
13497,2010,4,306.99999999999994,1,306.99999999999994,1.0,277,6,1320.3300000000002,387,4,220.05500000000004,330.08250000000004,1
13497,2011,1,194.55,1,194.55,-1.0,277,6,1320.3300000000002,387,4,220.05500000000004,330.08250000000004,0
13498,2009,4,327.37999999999994,1,327.37999999999994,0.0,725,1,327.37999999999994,0,1,327.37999999999994,327.37999999999994,0
13499,2011,1,158.23,1,158.23,0.0,12,5,1159.11,252,4,231.82199999999997,289.7775,1
13499,2011,2,305.56,1,305.56,1.0,12,5,1159.11,252,4,231.82199999999997,289.7775,1
13499,2011,3,150.05999999999995,1,150.05999999999995,-1.0,12,5,1159.11,252,4,231.82199999999997,289.7775,1
13499,2011,4,545.26,2,272.63,1.0,12,5,1159.11,252,4,231.82199999999997,289.7775,0
13500,2010,4,299.53,1,299.53,0.0,18,4,1466.3000000000002,378,3,366.57500000000005,488.7666666666667,0
13500,2011,3,326.4,1,326.4,1.0,18,4,1466.3000000000002,378,3,366.57500000000005,488.7666666666667,1
13500,2011,4,840.3700000000001,2,420.18500000000006,1.0,18,4,1466.3000000000002,378,3,366.57500000000005,488.7666666666667,0
13501,2010,2,595.17,1,595.17,0.0,283,3,2885.1099999999997,282,3,961.7033333333333,961.7033333333333,1
13501,2010,3,949.6200000000002,1,949.6200000000002,1.0,283,3,2885.1099999999997,282,3,961.7033333333333,961.7033333333333,0
13501,2011,1,1340.3199999999997,1,1340.3199999999997,1.0,283,3,2885.1099999999997,282,3,961.7033333333333,961.7033333333333,0
13502,2010,2,307.90000000000003,1,307.90000000000003,0.0,11,5,780.5000000000001,532,4,156.10000000000002,195.12500000000003,0
13502,2010,4,180.6,1,180.6,-1.0,11,5,780.5000000000001,532,4,156.10000000000002,195.12500000000003,1
13502,2011,1,189.16,2,94.58,1.0,11,5,780.5000000000001,532,4,156.10000000000002,195.12500000000003,0
13502,2011,4,102.84,1,102.84,-1.0,11,5,780.5000000000001,532,4,156.10000000000002,195.12500000000003,0
13503,2010,1,931.02,2,465.51,0.0,66,6,1905.3899999999999,590,4,317.565,476.34749999999997,1
13503,2010,2,371.85,1,371.85,-1.0,66,6,1905.3899999999999,590,4,317.565,476.34749999999997,1
13503,2010,3,385.67,2,192.835,1.0,66,6,1905.3899999999999,590,4,317.565,476.34749999999997,0
13503,2011,3,216.84999999999997,1,216.84999999999997,-1.0,66,6,1905.3899999999999,590,4,317.565,476.34749999999997,0
13504,2011,4,295.93,1,295.93,0.0,59,1,295.93,0,1,295.93,295.93,0
13505,2011,2,2583.1199999999994,3,861.0399999999998,0.0,67,4,4393.63,160,2,1098.4075,2196.815,1
13505,2011,3,1810.5100000000004,1,1810.5100000000004,-1.0,67,4,4393.63,160,2,1098.4075,2196.815,0
13506,2010,3,427.32,1,427.32,0.0,311,5,1639.2,144,3,327.84000000000003,546.4,1
13506,2010,4,1054.48,3,351.49333333333334,1.0,311,5,1639.2,144,3,327.84000000000003,546.4,1
13506,2011,1,157.4,1,157.4,-1.0,311,5,1639.2,144,3,327.84000000000003,546.4,0
13507,2011,3,2022.7899999999997,3,674.2633333333332,0.0,93,3,2022.79,47,1,674.2633333333333,2022.79,0
13508,2010,1,176.07999999999998,1,176.07999999999998,0.0,238,2,287.04999999999995,399,2,143.52499999999998,143.52499999999998,0
13508,2011,2,110.97,1,110.97,-1.0,238,2,287.04999999999995,399,2,143.52499999999998,143.52499999999998,0
13509,2010,3,135.0,1,135.0,0.0,3,8,1114.72,499,4,139.34,278.68,0
13509,2011,1,650.02,3,216.67333333333332,1.0,3,8,1114.72,499,4,139.34,278.68,0
13509,2011,3,55.0,2,27.5,-1.0,3,8,1114.72,499,4,139.34,278.68,1
13509,2011,4,274.7,2,137.35,1.0,3,8,1114.72,499,4,139.34,278.68,0
13510,2009,4,266.70000000000005,1,266.70000000000005,0.0,40,10,4216.43,673,7,421.64300000000003,602.3471428571429,1
13510,2010,1,388.88,1,388.88,1.0,40,10,4216.43,673,7,421.64300000000003,602.3471428571429,1
13510,2010,2,1125.63,3,375.21000000000004,1.0,40,10,4216.43,673,7,421.64300000000003,602.3471428571429,0
13510,2010,4,985.5199999999999,2,492.75999999999993,-1.0,40,10,4216.43,673,7,421.64300000000003,602.3471428571429,0
13510,2011,2,585.3199999999999,1,585.3199999999999,-1.0,40,10,4216.43,673,7,421.64300000000003,602.3471428571429,1
13510,2011,3,312.49,1,312.49,-1.0,40,10,4216.43,673,7,421.64300000000003,602.3471428571429,1
13510,2011,4,551.89,1,551.89,1.0,40,10,4216.43,673,7,421.64300000000003,602.3471428571429,0
13511,2010,1,282.76,1,282.76,0.0,671,1,282.76,0,1,282.76,282.76,0
13512,2010,2,153.3,1,153.3,0.0,255,4,713.3900000000001,323,4,178.34750000000003,178.34750000000003,1
13512,2010,3,120.66,1,120.66,-1.0,255,4,713.3900000000001,323,4,178.34750000000003,178.34750000000003,1
13512,2010,4,188.22,1,188.22,1.0,255,4,713.3900000000001,323,4,178.34750000000003,178.34750000000003,1
13512,2011,1,251.20999999999998,1,251.20999999999998,1.0,255,4,713.3900000000001,323,4,178.34750000000003,178.34750000000003,0
13513,2010,1,299.64,1,299.64,0.0,121,3,824.5899999999999,529,3,274.8633333333333,274.8633333333333,0
13513,2010,3,319.84999999999997,1,319.84999999999997,1.0,121,3,824.5899999999999,529,3,274.8633333333333,274.8633333333333,0
13513,2011,3,205.09999999999997,1,205.09999999999997,-1.0,121,3,824.5899999999999,529,3,274.8633333333333,274.8633333333333,0
13514,2010,1,346.3,1,346.3,0.0,68,4,815.9000000000001,609,4,203.97500000000002,203.97500000000002,1
13514,2010,2,242.40000000000003,1,242.40000000000003,-1.0,68,4,815.9000000000001,609,4,203.97500000000002,203.97500000000002,0
13514,2010,4,75.0,1,75.0,-1.0,68,4,815.9000000000001,609,4,203.97500000000002,203.97500000000002,0
13514,2011,3,152.20000000000002,1,152.20000000000002,1.0,68,4,815.9000000000001,609,4,203.97500000000002,203.97500000000002,0
13515,2010,1,188.09999999999997,1,188.09999999999997,0.0,67,6,1265.82,572,4,210.97,316.455,0
13515,2010,3,186.60000000000002,1,186.60000000000002,-1.0,67,6,1265.82,572,4,210.97,316.455,0
13515,2011,2,203.4,1,203.4,1.0,67,6,1265.82,572,4,210.97,316.455,1
13515,2011,3,687.72,3,229.24,1.0,67,6,1265.82,572,4,210.97,316.455,0
13516,2010,4,295.84999999999997,1,295.84999999999997,0.0,16,4,1685.26,396,4,421.315,421.315,0
13516,2011,2,146.0,1,146.0,-1.0,16,4,1685.26,396,4,421.315,421.315,1
13516,2011,3,474.40999999999997,1,474.40999999999997,1.0,16,4,1685.26,396,4,421.315,421.315,1
13516,2011,4,769.0,1,769.0,1.0,16,4,1685.26,396,4,421.315,421.315,0
13517,2011,2,1101.86,1,1101.86,0.0,54,3,2128.42,120,3,709.4733333333334,709.4733333333334,1
13517,2011,3,510.32,1,510.32,-1.0,54,3,2128.42,120,3,709.4733333333334,709.4733333333334,1
13517,2011,4,516.2400000000001,1,516.2400000000001,1.0,54,3,2128.42,120,3,709.4733333333334,709.4733333333334,0
13518,2011,3,659.4399999999998,1,659.4399999999998,0.0,80,1,659.4399999999998,0,1,659.4399999999998,659.4399999999998,0
13519,2010,3,220.45999999999998,1,220.45999999999998,0.0,73,2,343.21,364,2,171.605,171.605,0
13519,2011,3,122.75,1,122.75,-1.0,73,2,343.21,364,2,171.605,171.605,0
13520,2009,4,589.4000000000001,1,589.4000000000001,0.0,53,11,6909.400000000001,664,9,628.1272727272727,767.7111111111112,1
13520,2010,1,477.68,1,477.68,-1.0,53,11,6909.400000000001,664,9,628.1272727272727,767.7111111111112,1
13520,2010,2,728.8000000000001,1,728.8000000000001,1.0,53,11,6909.400000000001,664,9,628.1272727272727,767.7111111111112,1
13520,2010,3,722.82,1,722.82,-1.0,53,11,6909.400000000001,664,9,628.1272727272727,767.7111111111112,1
13520,2010,4,1069.75,2,534.875,1.0,53,11,6909.400000000001,664,9,628.1272727272727,767.7111111111112,1
13520,2011,1,1175.9,2,587.95,1.0,53,11,6909.400000000001,664,9,628.1272727272727,767.7111111111112,1
13520,2011,2,612.6800000000001,1,612.6800000000001,-1.0,53,11,6909.400000000001,664,9,628.1272727272727,767.7111111111112,1
13520,2011,3,856.0,1,856.0,1.0,53,11,6909.400000000001,664,9,628.1272727272727,767.7111111111112,1
13520,2011,4,676.3700000000001,1,676.3700000000001,-1.0,53,11,6909.400000000001,664,9,628.1272727272727,767.7111111111112,0
13521,2011,4,287.88000000000005,1,287.88000000000005,0.0,5,1,287.88000000000005,0,1,287.88000000000005,287.88000000000005,0
13522,2011,4,125.80000000000001,1,125.80000000000001,0.0,25,1,125.80000000000001,0,1,125.80000000000001,125.80000000000001,0
13523,2010,4,1703.5899999999997,2,851.7949999999998,0.0,28,6,5101.5199999999995,369,3,850.2533333333332,1700.5066666666664,0
13523,2011,2,1802.2899999999997,2,901.1449999999999,1.0,28,6,5101.5199999999995,369,3,850.2533333333332,1700.5066666666664,0
13523,2011,4,1595.6399999999999,2,797.8199999999999,-1.0,28,6,5101.5199999999995,369,3,850.2533333333332,1700.5066666666664,0
13524,2011,2,247.70000000000005,2,123.85000000000002,0.0,35,5,680.1800000000001,179,3,136.036,226.7266666666667,1
13524,2011,3,236.16,2,118.08,-1.0,35,5,680.1800000000001,179,3,136.036,226.7266666666667,1
13524,2011,4,196.32000000000002,1,196.32000000000002,-1.0,35,5,680.1800000000001,179,3,136.036,226.7266666666667,0
13525,2011,2,282.88,1,282.88,0.0,9,2,628.78,234,2,314.39,314.39,0
13525,2011,4,345.9,1,345.9,1.0,9,2,628.78,234,2,314.39,314.39,0
13526,2009,4,1182.0,2,591.0,0.0,733,2,1182.0000000000005,0,1,591.0000000000002,1182.0000000000005,0
13527,2010,1,784.5899999999998,2,392.2949999999999,0.0,28,12,4683.74,654,8,390.31166666666667,585.4675,1
13527,2010,2,564.5699999999997,1,564.5699999999997,-1.0,28,12,4683.74,654,8,390.31166666666667,585.4675,1
13527,2010,3,495.72000000000014,1,495.72000000000014,-1.0,28,12,4683.74,654,8,390.31166666666667,585.4675,1
13527,2010,4,551.35,1,551.35,1.0,28,12,4683.74,654,8,390.31166666666667,585.4675,1
13527,2011,1,110.45,1,110.45,-1.0,28,12,4683.74,654,8,390.31166666666667,585.4675,1
13527,2011,2,475.19,1,475.19,1.0,28,12,4683.74,654,8,390.31166666666667,585.4675,1
13527,2011,3,1275.5000000000002,4,318.87500000000006,1.0,28,12,4683.74,654,8,390.31166666666667,585.4675,1
13527,2011,4,426.36999999999983,1,426.36999999999983,-1.0,28,12,4683.74,654,8,390.31166666666667,585.4675,0
13529,2011,2,181.1,1,181.1,0.0,73,2,307.76,126,2,153.88,153.88,1
13529,2011,3,126.65999999999998,1,126.65999999999998,-1.0,73,2,307.76,126,2,153.88,153.88,0
13530,2010,1,402.98,1,402.98,0.0,629,1,402.98,0,1,402.98,402.98,0
13531,2009,4,311.70000000000005,1,311.70000000000005,0.0,200,6,1738.52,531,5,289.75333333333333,347.704,0
13531,2010,2,295.61,1,295.61,-1.0,200,6,1738.52,531,5,289.75333333333333,347.704,1
13531,2010,3,341.96000000000004,2,170.98000000000002,1.0,200,6,1738.52,531,5,289.75333333333333,347.704,1
13531,2010,4,610.9000000000001,1,610.9000000000001,1.0,200,6,1738.52,531,5,289.75333333333333,347.704,0
13531,2011,2,178.35,1,178.35,-1.0,200,6,1738.52,531,5,289.75333333333333,347.704,0
13532,2011,4,210.30999999999983,1,210.30999999999983,0.0,28,1,210.30999999999983,0,1,210.30999999999983,210.30999999999983,0
13533,2011,1,146.64000000000001,2,73.32000000000001,0.0,177,3,270.79,85,2,90.26333333333334,135.395,1
